number,opened_at,resolved_at,closed_at,short_description,description,category,subcategory,priority,urgency,impact,assignment_group,assigned_to,state,reassignment_count,reopen_count,contact_type,cmdb_ci,requesting_department,sla_due,made_sla
INC104692,2025-10-01 09:28:05,2025-10-04 02:28:39,2025-10-06 23:28:39,Certificate warning shown,Incident 104692: user reports service portal issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Security Operations.,Security,Malware,Sev4,3,3,Security Operations,Arjun Mehta,Closed,0,1,Walk-up,Shared-Service,HR,2025-10-05 09:28:05,True
INC104693,2025-10-13 09:42:04,2025-10-15 15:23:13,2025-10-18 09:23:13,Batch job failed,Incident 104693: user reports aws issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Cloud Operations.,Cloud,SaaS,Sev3,2,2,Cloud Operations,Emily Stone,Closed,1,0,Self-service,Business-Service,Procurement,2025-10-15 09:42:04,True
INC104694,2025-10-19 13:26:31,2025-10-22 09:28:53,2025-10-23 05:28:53,Reporting database is slow,Incident 104694: user reports exchange issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Database Operations.,Database,SQL Server,P4,3,3,Database Operations,Emily Stone,Closed,0,0,Walk-up,Business-Service,Engineering,2025-10-23 13:26:31,True
INC104695,2025-10-28 18:58:25,2025-10-30 18:33:45,2025-11-02 08:33:45,Laptop will not boot,Incident 104695: user reports finance app issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Hardware,Printer,Sev2,1,2,End User Computing,Daniel Kim,Closed,2,0,Phone,Laptop,Operations,2025-10-29 06:58:25,False
INC104696,2025-10-23 09:39:14,2025-10-25 07:03:35,2025-10-27 19:03:35,VPN disconnects during login,Incident 104696: user reports finance app issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Network Operations.,Network,DNS,P3,2,2,Network Operations,Asha Rao,Closed,0,0,Walk-up,Core-Switch,Sales,2025-10-25 09:39:14,True
INC104697,2025-10-12 18:23:21,2025-10-14 22:39:56,2025-10-15 04:39:56,Application access missing,Incident 104697: user reports azure issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Identity & Access.,Access,Password,P3,2,2,Identity & Access,Maya Chen,Closed,0,0,Self-service,Access-Portal,HR,2025-10-14 18:23:21,True
INC104698,2025-10-27 10:02:56,2025-11-01 05:59:47,2025-11-02 18:59:47,Unexpected error in business application,Incident 104698: user reports hr portal issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via email and was routed to Infrastructure.,Storage,File Share,P4,3,3,Infrastructure,Priya Nair,Closed,0,0,Email,Business-Service,Engineering,2025-10-31 10:02:56,True
INC104699,2025-10-08 12:21:43,2025-10-09 19:22:20,2025-10-12 03:22:20,Service interruption reported,Incident 104699: user reports aws issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Monitoring.,Monitoring,Synthetic Check,Sev3,2,2,Monitoring,Asha Rao,Closed,1,0,Self-service,Business-Service,Customer Support,2025-10-10 12:21:43,True
INC104700,2025-10-30 11:20:33,2025-10-30 21:20:08,2025-10-31 09:20:08,Wi-Fi drops intermittently,Incident 104700: user reports azure issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Network Operations.,Network,VPN,Sev2,1,2,Network Operations,Rahul Shah,Closed,0,0,Walk-up,WiFi-Controller,Finance,2025-10-30 23:20:33,True
INC104701,2025-10-20 09:49:11,2025-10-25 07:34:32,2025-10-27 08:34:32,OS update failed,Incident 104701: user reports hr portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to EU Software.,Software,OS,P3,2,2,EU Software,Sara Thomas,Closed,1,0,Email,Office365,Operations,2025-10-22 09:49:11,True
INC104702,2025-10-16 23:00:57,2025-10-19 00:00:38,2025-10-20 17:00:38,Firewall blocks application traffic,Incident 104702: user reports hr portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Network Operations.,Network,Wi-Fi,P4,3,3,Network Operations,Kiran Joshi,Closed,0,0,Self-service,WiFi-Controller,Customer Support,2025-10-20 23:00:57,True
INC104703,2025-10-06 08:20:42,2025-10-08 06:28:01,2025-10-10 08:28:01,Service interruption reported,Incident 104703: user reports crm issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Unified Communications.,Telephony,Softphone,P3,2,2,Unified Communications,Rahul Shah,Closed,0,0,Self-service,Shared-Service,Operations,2025-10-08 08:20:42,True
INC104704,2025-10-22 12:25:37,2025-10-24 14:25:06,2025-10-25 07:25:06,Monitor flickers after docking,Incident 104704: user reports exchange issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Hardware,Desktop,Sev4,3,3,End User Computing,Emily Stone,Closed,1,0,Phone,Monitor,Sales,2025-10-26 12:25:37,True
INC104705,2025-10-06 10:44:28,2025-10-10 18:49:22,2025-10-13 09:49:22,Endpoint client reports an error,Incident 104705: user reports service portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to EU Software.,Software,Database Client,Sev4,3,3,EU Software,Kiran Joshi,Closed,0,0,Monitoring,Endpoint-Agent,Sales,2025-10-10 10:44:28,True
INC104706,2025-10-07 14:32:35,2025-10-08 05:37:56,2025-10-10 17:37:56,Service interruption reported,Incident 104706: user reports erp issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Monitoring.,Monitoring,Synthetic Check,P3,2,2,Monitoring,Vikram Singh,Closed,0,0,Phone,Business-Service,Operations,2025-10-09 14:32:35,True
INC104707,2025-10-01 10:12:03,2025-10-02 10:54:43,2025-10-05 04:54:43,Unexpected error in business application,Incident 104707: user reports service portal issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via email and was routed to Mainframe Operations.,Mainframe,CICS,Sev3,2,2,Mainframe Operations,Kiran Joshi,Closed,0,0,Email,Generic-App,Operations,2025-10-03 10:12:03,True
INC104708,2025-10-31 14:52:35,2025-11-02 17:43:20,2025-11-04 20:43:20,Service interruption reported,Incident 104708: user reports aws issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to EU Software.,DevOps,Container,Sev4,3,3,EU Software,Sara Thomas,Closed,1,0,Monitoring,Generic-App,HR,2025-11-04 14:52:35,True
INC104709,2025-10-16 09:37:31,2025-10-19 13:20:41,2025-10-21 07:20:41,Mailbox not syncing,Incident 104709: user reports erp issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Messaging.,Email,Mailbox,P4,3,3,Messaging,Maya Chen,Closed,0,0,Phone,Mail-Gateway,Sales,2025-10-20 09:37:31,True
INC104710,2025-10-23 15:46:24,2025-10-26 22:28:47,2025-10-29 07:28:47,Application access missing,Incident 104710: user reports finance app issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Identity & Access.,Access,Password,Sev4,3,3,Identity & Access,Emily Stone,Closed,0,0,Phone,Active-Directory,HR,2025-10-27 15:46:24,True
INC104711,2025-10-07 12:58:23,2025-10-07 18:10:38,2025-10-09 06:10:38,Shared service unavailable,Incident 104711: user reports finance app issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Unified Communications.,Telephony,VoIP,P2,1,2,Unified Communications,Daniel Kim,Closed,0,0,Email,Generic-App,Marketing,2025-10-08 00:58:23,True
INC104712,2025-10-07 14:45:08,2025-10-10 06:52:15,2025-10-10 11:52:15,Batch job failed,Incident 104712: user reports vpn issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Security Operations.,Collaboration,Teams,Sev3,2,2,Security Operations,Rahul Shah,Closed,2,0,Self-service,Business-Service,Operations,2025-10-09 14:45:08,True
INC104713,2025-10-29 14:13:03,2025-11-02 14:11:36,2025-11-03 10:11:36,Office application crashes,Incident 104713: user reports exchange issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via phone and was routed to EU Software.,Software,Office Suite,P4,3,3,EU Software,Vikram Singh,Closed,0,0,Phone,Database-Client,Customer Support,2025-11-02 14:13:03,True
INC104714,2025-10-21 09:44:16,2025-10-26 16:39:23,2025-10-28 11:39:23,Batch job failed,Incident 104714: user reports aws issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Mainframe Operations.,Cloud,SaaS,Sev4,3,3,Mainframe Operations,Sara Thomas,Closed,3,0,Phone,Shared-Service,Engineering,2025-10-25 09:44:16,False
INC104715,2025-10-23 10:59:02,2025-10-25 22:14:32,2025-10-27 16:14:32,VPN disconnects during login,Incident 104715: user reports azure issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,Firewall,P4,3,3,Network Operations,Arjun Mehta,Closed,1,0,Email,Firewall-01,Finance,2025-10-27 10:59:02,True
INC104716,2025-10-22 08:23:58,2025-10-23 11:39:20,2025-10-23 16:39:20,doesn't work,Incident 104716: user reports erp issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via email and was routed to Monitoring.,Monitoring,Alert,Sev4,3,3,Monitoring,Arjun Mehta,Closed,1,0,Email,Shared-Service,Sales,2025-10-26 08:23:58,True
INC104717,2025-10-27 11:06:00,2025-11-04 06:51:14,2025-11-05 23:51:14,Password reset requested,Incident 104717: user reports service portal issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Access,Password,P4,3,3,Identity & Access,Maya Chen,Closed,1,0,Email,Access-Portal,Engineering,2025-10-31 11:06:00,True
INC104718,2025-10-02 09:44:11,2025-10-04 16:40:46,2025-10-06 21:40:46,Laptop will not boot,Incident 104718: user reports hr portal issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Hardware,Printer,Sev3,2,2,End User Computing,Owen Brooks,Closed,0,0,Phone,Mobile Device,Operations,2025-10-04 09:44:11,True
INC104719,2025-10-18 10:46:48,2025-10-24 14:10:42,2025-10-27 00:10:42,MFA challenge not arriving,Incident 104719: user reports exchange issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Access,Application Access,P4,3,3,Identity & Access,Owen Brooks,Closed,0,0,Email,Access-Portal,Finance,2025-10-22 10:46:48,True
INC104720,2025-10-20 10:43:43,2025-10-21 00:07:01,2025-10-22 22:07:01,Password reset requested,Incident 104720: user reports aws issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Identity & Access.,Access,Account Lockout,Sev2,1,2,Identity & Access,Owen Brooks,Closed,0,0,Self-service,Active-Directory,Marketing,2025-10-20 22:43:43,True
INC104721,2025-10-25 18:09:38,2025-11-03 19:47:14,2025-11-06 01:47:14,Calendar invitations missing,Incident 104721: user reports aws issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Mobility.,Email,Distribution List,Sev4,3,3,Mobility,Emily Stone,Closed,2,0,Email,Calendar,IT,2025-10-29 18:09:38,True
INC104722,2025-10-02 13:29:12,2025-10-06 09:29:03,2025-10-06 21:29:03,Endpoint security alert raised,Incident 104722: user reports erp issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Security Operations.,Security,Malware,Sev4,3,3,Security Operations,Kiran Joshi,Closed,0,1,Email,Business-Service,Legal,2025-10-06 13:29:12,True
INC104723,2025-10-09 10:57:57,,2025-10-15 08:46:29,urgent,Incident 104723: user reports crm issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to End User Computing.,Hardware,Monitor,Sev4,3,3,End User Computing,Rahul Shah,Open,0,0,Self-service,Mobile Device,Procurement,2025-10-13 10:57:57,True
INC104724,2025-10-22 19:44:57,2025-10-24 19:42:01,2025-10-27 00:42:01,Unexpected error in business application,Incident 104724: user reports vpn issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Unified Communications.,Telephony,VoIP,P3,2,2,Unified Communications,Maya Chen,Closed,0,0,Email,Business-Service,Operations,2025-10-24 19:44:57,True
INC104725,2025-10-04 00:54:35,2025-10-11 09:41:16,2025-10-11 14:41:16,VPN disconnects during login,Incident 104725: user reports crm issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,LAN,P3,2,2,Network Operations,Asha Rao,Closed,0,1,Email,DNS-Cluster,Customer Support,2025-10-06 00:54:35,True
INC104726,2025-10-27 09:20:04,2025-10-29 00:39:59,2025-10-30 15:39:59,Service interruption reported,Incident 104726: user reports azure issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Integration Support.,Integration,Interface,Sev3,2,2,Integration Support,Asha Rao,Closed,0,1,Monitoring,Shared-Service,Engineering,2025-10-29 09:20:04,True
INC104727,2025-10-29 08:56:13,2025-10-30 21:48:46,2025-11-01 05:48:46,VPN disconnects during login,Incident 104727: user reports hr portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Network,VPN,P4,3,3,Identity & Access,Owen Brooks,Closed,2,0,Email,VPN-Gateway,Procurement,2025-11-02 08:56:13,True
INC104728,2025-10-08 09:51:20,2025-10-09 22:32:31,2025-10-12 05:32:31,Finance application slow,Incident 104728: user reports service portal issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Application Support.,Application,CRM,P3,2,2,Application Support,Vikram Singh,Closed,0,0,Email,HR-Portal,Operations,2025-10-10 09:51:20,True
INC104729,2025-10-28 10:31:27,2025-10-30 19:24:41,2025-10-30 23:24:41,Endpoint client reports an error,Incident 104729: user reports aws issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to EU Software.,Software,Browser,P3,2,2,EU Software,Owen Brooks,Closed,1,0,Email,Office365,Finance,2025-10-30 10:31:27,True
INC104730,2025-10-27 11:26:27,2025-10-31 18:32:32,2025-10-31 22:32:32,Batch job failed,Incident 104730: user reports hr portal issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via email and was routed to Mainframe Operations.,Cloud,Azure,P3,2,2,Mainframe Operations,Arjun Mehta,Closed,1,0,Email,Business-Service,Customer Support,2025-10-29 11:26:27,True
INC104731,2025-10-13 09:08:28,,2025-10-16 10:10:28,Calendar invitations missing,Incident 104731: user reports erp issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Messaging.,Email,Calendar,P2,1,2,Messaging,Rahul Shah,In Progress,1,0,Phone,Calendar,Marketing,2025-10-13 21:08:28,True
INC104732,2025-10-16 07:59:59,2025-10-20 04:36:10,2025-10-22 04:36:10,Password reset requested,Incident 104732: user reports hr portal issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Identity & Access.,Access,Password,P3,2,2,Identity & Access,Kiran Joshi,Closed,1,1,Walk-up,SSO,Marketing,2025-10-18 07:59:59,True
INC104733,2025-10-30 18:01:56,2025-11-01 06:17:22,2025-11-01 21:17:22,DNS lookup failures reported,Incident 104733: user reports azure issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Mainframe Operations.,Network,Wi-Fi,P4,3,3,Mainframe Operations,Kiran Joshi,Closed,1,0,Monitoring,VPN-Gateway,Finance,2025-11-03 18:01:56,True
INC104734,2025-10-29 14:07:15,2025-11-02 15:03:13,2025-11-04 09:03:13,Shared service unavailable,Incident 104734: user reports erp issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Cloud Operations.,Cloud,SaaS,Sev4,3,3,Cloud Operations,Emily Stone,Closed,0,0,Email,Generic-App,Legal,2025-11-02 14:07:15,True
INC104735,2025-10-22 11:27:07,2025-10-22 22:17:06,2025-10-23 04:17:06,User locked out after failed login,Incident 139079: user reports crm issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via email and was routed to Identity & Access.,Access,Account Lockout,P2,1,2,Messaging,Nina Patel,Closed,0,1,Phone,Access-Portal,Operations,2025-10-22 23:27:07,True
INC104736,2025-10-09 10:44:21,2025-10-10 17:59:31,2025-10-12 02:59:31,Batch job failed,Incident 104736: user reports exchange issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Messaging.,DevOps,CI/CD,P4,3,3,Messaging,Emily Stone,Closed,1,0,Walk-up,Shared-Service,Sales,2025-10-13 10:44:21,True
INC104737,2025-10-14 17:18:09,2025-10-15 17:55:17,2025-10-17 08:55:17,Batch job failed,Incident 104737: user reports exchange issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Identity & Access.,Printing,Driver,P2,1,2,Identity & Access,Rahul Shah,Closed,2,1,Self-service,Shared-Service,Customer Support,2025-10-15 05:18:09,True
INC104738,2025-10-31 11:12:59,2025-10-31 20:45:49,2025-11-03 02:45:49,Unexpected error in business application,Incident 104738: user reports finance app issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Printing,Driver,P2,1,2,End User Computing,Sara Thomas,Closed,0,0,Phone,Generic-App,Engineering,2025-10-31 23:12:59,True
INC104739,2025-10-23 08:29:03,,2025-10-26 12:13:10,DNS lookup failures reported,Incident 104739: user reports exchange issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Integration Support.,Network,LAN,Sev2,1,2,Integration Support,Arjun Mehta,Open,2,0,Email,DNS-Cluster,Operations,2025-10-23 20:29:03,True
INC104740,2025-10-29 11:38:06,2025-10-30 10:35:49,2025-11-01 13:35:49,Firewall blocks application traffic,Incident 104740: user reports vpn issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,Wi-Fi,P3,2,2,Network Operations,Kiran Joshi,Closed,0,0,Email,WiFi-Controller,Sales,2025-10-31 11:38:06,True
INC104741,2025-10-01 09:04:26,2025-10-03 14:42:54,2025-10-03 19:42:54,User locked out after failed login,Incident 104741: user reports azure issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Identity & Access.,Access,Account Lockout,P4,3,3,Identity & Access,Arjun Mehta,Closed,0,0,Phone,Identity-Platform,Finance,2025-10-05 09:04:26,True
INC104742,2025-10-15 14:40:03,2025-10-20 08:38:03,2025-10-23 01:38:03,Service interruption reported,Incident 104742: user reports erp issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via chat and was routed to End User Computing.,Printing,Printer Offline,P3,2,2,End User Computing,Asha Rao,Closed,0,0,Chat,Generic-App,Engineering,2025-10-17 14:40:03,True
INC104743,2025-10-07 19:37:31,2025-10-14 11:15:07,2025-10-15 13:15:07,Shared service unavailable,Incident 104743: user reports erp issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Unified Communications.,Telephony,Softphone,P4,3,3,Unified Communications,Maya Chen,Closed,1,0,Phone,Generic-App,HR,2025-10-11 19:37:31,True
INC104744,2025-10-23 10:20:48,,2025-10-30 05:59:25,Shared service unavailable,Incident 104744: user reports finance app issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via email and was routed to Messaging.,HR Systems,Onboarding,P3,2,2,Messaging,Arjun Mehta,Closed,2,0,Email,Generic-App,Engineering,2025-10-25 10:20:48,True
INC104745,2025-10-28 10:00:03,2025-10-31 05:19:25,2025-11-02 07:19:25,Service interruption reported,Incident 104745: user reports vpn issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Messaging.,Monitoring,Alert,P4,3,3,Messaging,Emily Stone,Closed,2,0,Email,Generic-App,Operations,2025-11-01 10:00:03,True
INC104746,2025-10-14 08:25:01,2025-10-16 20:14:58,2025-10-18 08:14:58,Office application crashes,Incident 104746: user reports erp issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to EU Software.,Software,Browser,P4,3,3,EU Software,Owen Brooks,Closed,1,0,Email,Windows,Customer Support,2025-10-18 08:25:01,True
INC104747,2025-10-13 09:42:09,2025-10-18 10:00:56,2025-10-19 11:00:56,VPN disconnects during login,Incident 104747: user reports service portal issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Network Operations.,Network,Firewall,P4,3,3,Network Operations,Maya Chen,Closed,0,0,Self-service,VPN-Gateway,Marketing,2025-10-17 09:42:09,True
INC104748,2025-10-30 09:42:33,2025-10-31 17:58:00,2025-11-02 11:58:00,ERP transaction fails,Incident 123191: user reports azure issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Application Support.,Application,Service Portal,P3,2,2,Identity & Access,Priya Nair,Closed,0,1,Email,ERP-Prod,IT,2025-11-01 09:42:33,True
INC104749,2025-10-19 15:08:19,2025-10-24 18:54:52,2025-10-24 23:54:52,Database query timing out,Incident 104749: user reports erp issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Database Operations.,Database,SQL Server,Sev4,3,3,Database Operations,Priya Nair,Closed,0,0,Monitoring,Shared-Service,HR,2025-10-23 15:08:19,True
INC104750,2025-10-05 14:35:38,2025-10-11 12:29:38,2025-10-12 11:29:38,Unexpected error in business application,Incident 104750: user reports erp issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Unified Communications.,Telephony,Conference,P4,3,3,Unified Communications,Kiran Joshi,Closed,1,2,Self-service,Shared-Service,Customer Support,2025-10-09 14:35:38,True
INC104751,2025-10-18 20:14:58,2025-10-27 03:47:11,2025-10-29 09:47:11,Service interruption reported,Incident 141315: user reports erp issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Monitoring.,Monitoring,Alert,P4,3,3,EU Software,Rahul Shah,Closed,0,0,Monitoring,Generic-App,HR,2025-10-22 20:14:58,True
INC104752,2025-10-07 09:02:21,2025-10-08 12:46:47,2025-10-08 20:46:47,Database query timing out,Incident 104752: user reports finance app issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Database Operations.,Database,PostgreSQL,P4,3,3,Database Operations,Maya Chen,Closed,0,0,Chat,Business-Service,Procurement,2025-10-11 09:02:21,True
INC104753,2025-10-28 09:16:02,2025-10-31 03:06:50,2025-11-02 02:06:50,Shared service unavailable,Incident 104753: user reports azure issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Identity & Access.,Identity,Directory,P4,3,3,Identity & Access,Nina Patel,Closed,1,0,Phone,Business-Service,HR,2025-11-01 09:16:02,True
INC104754,2025-10-29 05:02:44,2025-11-03 02:54:55,2025-11-04 02:54:55,Batch job failed,Incident 104754: user reports hr portal issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Mainframe Operations.,Mainframe,Batch,Sev4,3,3,Mainframe Operations,Priya Nair,Closed,0,0,Phone,Shared-Service,IT,2025-11-02 05:02:44,True
INC104755,2025-10-07 21:13:05,2025-10-12 06:19:36,2025-10-13 05:19:36,Service interruption reported,Incident 104755: user reports exchange issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Infrastructure.,Storage,Permissions,Sev3,2,2,Infrastructure,Kiran Joshi,Closed,0,0,Walk-up,Shared-Service,Engineering,2025-10-09 21:13:05,True
INC104756,2025-10-06 10:11:34,2025-10-08 19:49:54,2025-10-11 09:49:54,DNS lookup failures reported,Incident 104756: user reports exchange issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Network Operations.,Network,LAN,P3,2,2,Network Operations,Arjun Mehta,Closed,1,0,Phone,DNS-Cluster,Legal,2025-10-08 10:11:34,True
INC104757,2025-10-30 10:13:28,2025-10-31 16:58:10,2025-11-01 09:58:10,Wi-Fi drops intermittently,Incident 104757: user reports vpn issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,Wi-Fi,P3,2,2,Network Operations,Daniel Kim,Closed,0,1,Email,Core-Switch,IT,2025-11-01 10:13:28,True
INC104758,2025-10-31 08:08:09,2025-11-05 06:43:12,2025-11-06 10:43:12,Desktop freezes during startup,Incident 104758: user reports service portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to End User Computing.,Hardware,Printer,P4,3,3,End User Computing,Vikram Singh,Closed,0,0,Self-service,Printer,Finance,2025-11-04 08:08:09,True
INC104759,2025-10-27 11:04:38,2025-10-28 02:35:15,2025-10-29 15:35:15,HR portal unavailable,Incident 104759: user reports crm issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Application Support.,Application,Service Portal,P2,1,2,Application Support,Nina Patel,Closed,1,0,Self-service,CRM-Prod,Operations,2025-10-27 23:04:38,True
INC104760,2025-10-21 07:39:13,2025-10-22 13:10:54,2025-10-23 06:10:54,DNS lookup failures reported,Incident 104760: user reports vpn issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Network Operations.,Network,Wi-Fi,P4,3,3,Network Operations,Arjun Mehta,Closed,0,0,Chat,WiFi-Controller,Finance,2025-10-25 07:39:13,True
INC104761,2025-10-10 12:55:33,,2025-10-14 18:56:55,Firewall blocks application traffic,Incident 104761: user reports crm issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Network Operations.,Network,Wi-Fi,Sev3,2,2,Network Operations,Owen Brooks,In Progress,0,0,Phone,VPN-Gateway,Engineering,2025-10-12 12:55:33,True
INC104762,2025-10-11 07:21:51,2025-10-15 02:32:31,2025-10-17 05:32:31,Monitor flickers after docking,Incident 104762: user reports exchange issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via chat and was routed to End User Computing.,Hardware,Laptop,P4,3,3,End User Computing,Kiran Joshi,Closed,0,1,Chat,Printer,Operations,2025-10-15 07:21:51,True
INC104763,2025-10-04 10:12:38,2025-10-07 01:33:49,2025-10-07 20:33:49,Unexpected error in business application,Incident 104763: user reports aws issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to End User Computing.,Printing,Queue,Sev3,2,2,End User Computing,Rahul Shah,Closed,0,1,Phone,Generic-App,Engineering,2025-10-06 10:12:38,True
INC104764,2025-10-12 12:51:15,2025-10-15 06:51:31,2025-10-15 22:51:31,Service interruption reported,Incident 104764: user reports crm issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Unified Communications.,Telephony,Softphone,Sev3,2,2,Unified Communications,Arjun Mehta,Closed,0,1,Self-service,Generic-App,Marketing,2025-10-14 12:51:15,True
INC104765,2025-10-31 13:55:17,2025-11-02 15:06:22,2025-11-04 18:06:22,issue,Incident 104765: user reports aws issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Infrastructure.,Storage,Permissions,P3,2,2,Infrastructure,Arjun Mehta,Closed,1,0,Email,Business-Service,Sales,2025-11-02 13:55:17,True
INC104766,2025-10-27 09:35:33,2025-10-30 11:03:11,2025-11-01 03:03:11,HR portal unavailable,Incident 104766: user reports exchange issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Application Support.,Application,Service Portal,P4,3,3,Application Support,Maya Chen,Closed,0,0,Chat,ERP-Prod,Operations,2025-10-31 09:35:33,True
